ID,YearsExperience,Salary
4908,5,60465.2
4909,10.1,124417.6
4910,3.2,60415
4911,6.2,81311.2
4912,9.8,124558.6
4913,3,59380.7
4914,2.2,46295
4915,10.7,123632.2
4916,4.8,64505.5
4917,8.5,105176.1
4918,1.3,40119.3
4919,8.6,104215.4
4920,4.5,54868.2
4921,1.6,47187.1
4922,7.7,98751.7
4923,3.6,57206.7
4924,5.3,79299.9
4925,1.9,51200.3
4926,2.6,33927.3
4927,4.3,67701.2
4928,2,35650.7
4929,11,131769.2
4930,1.1,35642.1
4931,6.3,88150.2
4932,2.4,44317.9
4933,4.4,55806
4934,11.2,128043.2
4935,2.8,53381.3
4936,11.6,140374.1
4937,3.3,49137.5
4938,9.2,117127
4939,7,87502.1
4940,10.7,128266.2
4941,7.1,89034.2
4942,6.9,90884.1
4943,3.2,59603.3
4944,2.8,44716.1
4945,11.1,125764.7
4946,4.6,69411.1
4947,5.1,86405.7
4948,9.4,108454.5
4949,4.7,80927.2
4950,11.5,144473.4
4951,9.1,110461.3
4952,7.6,94733.4
4953,10.7,121996.8
4954,1.5,39073.3
4955,3.8,53153.3
4956,6.1,82212.2
4957,3.5,66263.1
4958,9.2,108209.6
4959,11.1,128503.3
4960,5.7,68836
4961,4.8,71954.5
4962,11.6,135729.9
4963,5.9,80896.6
4964,6.4,83922
4965,4.9,69214.9
4966,11,131652
4967,7.3,93279.7
4968,9.4,115287.2
4969,9.9,119887.3
4970,4.8,76115.5
4971,5.8,83166.3
4972,10.3,123574.9
4973,5,80549.5
4974,9.7,119177.5
4975,11.4,139411.3
4976,7.9,102474.7
4977,9.2,101089.9
4978,9.9,125284.4
4979,10.3,122895.6
4980,5.3,75073.2
4981,1.6,41200.3
4982,5.4,74143.9
4983,8.4,105604.4
4984,6,77802.1
4985,9.2,119278.3
4986,4.9,70771.1
4987,8,98140.1
4988,3.1,48504.2
4989,9.2,113697.8
4990,7,92069.3
4991,3.2,57682.6
4992,4.2,58897.8
4993,9.2,103161.8
4994,6.3,87962.7
4995,3.4,65056.7
4996,11.6,129106.2
4997,8.9,117523.3
4998,11.5,135379.5
4999,5.7,78656
5000,6.2,81461.5
5001,10.9,119897.9
5002,6.8,94400.2
5003,8.8,103482.3
5004,3.8,56150.7
5005,5.9,86282.1
5006,2.4,36601
5007,3.3,47189.7
5008,1,34294.8
5009,1.4,40019.8
5010,11.8,138597
5011,3.7,57803.1
5012,8.3,117398.9
5013,10.2,120247.8
5014,7.1,90248.5
5015,2.7,45760.7
5016,9,110678.4
5017,7.6,100132.9
5018,9,117041.8
5019,9.5,105984.8
5020,11.7,134316
5021,7.3,96417.8
5022,4.8,73094.5
5023,8.1,101742.4
5024,1.8,44445.8
5025,10.9,123058.5
5026,2.3,55419.6
5027,4.6,73928.1
5028,10,111573.6
5029,7.6,90376.5
5030,5.3,69362
5031,6.2,87302.8
5032,10.4,115943.7
5033,4.7,67790.4
5034,10.6,127240.6
5035,2,43089.7
5036,9.5,116493.7
5037,10.3,116440.4
5038,3,56524.5
5039,5.7,75603.4
5040,2.8,49686.5
5041,8.8,109078.8
5042,6.9,90523.7
5043,8,100473.8
5044,3.2,50525.4
5045,3.3,54634
5046,1.5,38624
5047,4.5,60087.4
5048,7.2,89896.9
5049,10.4,125648
5050,8.3,96481.5
5051,5.8,86025.1
5052,11.5,140474.3
5053,8.9,102100.5
5054,11.2,138580.3
5055,6.8,88337.8
5056,3.8,63551.5
5057,1.6,37012.2
5058,9,114936.1
5059,2.3,49178.4
5060,4.3,61218.7
5061,6.9,83132.4
5062,7.2,84802.9
5063,7.6,97779.5
5064,2.8,54781.6
5065,5.2,77411.9
5066,7.8,97795.5
5067,11.7,128640.4
5068,9,106120.9
5069,11.1,136646.4
5070,9.4,110819.7
5071,7.5,96608.9
5072,3.1,48243.8
5073,8.3,105482
5074,7.9,96538.8
5075,7.6,102777.8
5076,6.4,89537
5077,6.8,86479.8
5078,4.7,68355
5079,6.7,85198.6
5080,3.2,46896.5
5081,9.9,113200.8
5082,3,54718
5083,1.9,44949.2
5084,5.8,80476.4
5085,8.2,101041.6
5086,5.8,85016.4
5087,4,63422
5088,7.1,96252.4
5089,4.8,60449.9
5090,11.3,109335.1
5091,11.1,131793.7
5092,6.5,78552.1
5093,4.6,67193.5
5094,9.1,109233.4
5095,1.4,46991.3
5096,6.2,85887
5097,4.7,70186.3
5098,11.1,134667.9
5099,1.1,37606.5
5100,7.1,89203.7
5101,9.1,117281.5
5102,6.3,78509.8
5103,1.9,44983.4
5104,11.7,126731
5105,6.7,89285.6
5106,7.8,99221.8
5107,3.6,68268.4
5108,6.3,75806.2
5109,5.7,75547.9
5110,1.8,46684
5111,2.2,47208.6
5112,10.2,122361.3
5113,3.6,53880.6
5114,3.1,51260.1
5115,6.6,93745.8
5116,9.5,113921
5117,1.7,42836.5
5118,7.3,93613
5119,2.3,40074.2
5120,1.4,43310.2
5121,1.6,42595
5122,10.2,133902.4
5123,2.3,40882.2
5124,1.5,43591.5
5125,5.8,72483.5
5126,10.3,122910.8
5127,3.9,67036.1
5128,5.6,66547.5
5129,1.4,37302.1
5130,5.9,77830.2
5131,7.4,90415.4
5132,7.3,95797.8
5133,4.7,75120.7
5134,4.5,66352.4
5135,2.2,46530.7
5136,5,73065.9
5137,2.1,44650.7
5138,9.4,107893.8
5139,11.6,140940.4
5140,11.7,136787.7
5141,10.5,126430.1
5142,7.6,92240.2
5143,8.7,104584.9
5144,4.1,62960.2
5145,7.9,91287.6
5146,6,72223.2
5147,6.3,81044.2
5148,9.3,115990.7
5149,4.1,59951.1
5150,4.5,61661
5151,11.2,125858.5
5152,1.6,37596.4
5153,6.3,82800.8
5154,11,141293.1
5155,7.7,103642.6
5156,7,96827.5
5157,3.7,66793.7
5158,4.8,64396
5159,10.4,116032.7
5160,7.2,86239
5161,6.7,95268
5162,2.1,41589.5
5163,1.2,28966.6
5164,11.6,132062.7
5165,5.1,72151.4
5166,7.6,98502.9
5167,1.9,43987.8
5168,8.5,100676.4
5169,11.3,135072.3
5170,7.3,90563.9
5171,2.4,46533.9
5172,7.4,98608.3
5173,9.4,110370.5
5174,5.5,73361.1
5175,10.7,129065.5
5176,8.1,96932
5177,10.9,125622.9
5178,7.9,102219
5179,2.4,59432.1
5180,4.4,69875.9
5181,3.2,57917.7
5182,11,131738.5
5183,9.4,107340.1
5184,8.4,105255.9
5185,4.3,65417
5186,3,55227.8
5187,9.3,113582.4
5188,6.2,85710
5189,3.5,56027.1
5190,7.8,98723.5
5191,1.4,31624.8
5192,4.6,66414.5
5193,6.2,90782.1
5194,2.6,51461.2
5195,11.8,136535.6
5196,3.3,66636.9
5197,2.4,40238.5
5198,3.2,49251.4
5199,9.5,123819.3
5200,5.7,78786.3
5201,7.2,91716.4
5202,1.2,29776.1
5203,1.4,40380.8
5204,5.9,83686.2
5205,10,113068.7
5206,10.7,125533.9
5207,2,41435.1
5208,6.9,91692.2
5209,11,122969.1
5210,5.3,81628.7
5211,10.1,125652.5
5212,2.5,46164.9
5213,11.3,130321.8
5214,9.3,111645.4
5215,11.4,127797.1
5216,8.4,102152.5
5217,5,70562.5
5218,11.3,140840.9
5219,4,68236.7
5220,4.7,74054
5221,8.7,109215.5
5222,9.4,107604.3
5223,11.2,130677.2
5224,3.3,61014.3
5225,9.8,110213.4
5226,9.1,114629.3
5227,1.7,53917.7
5228,5.3,80487.6
5229,4.1,71598.8
5230,4.3,67170.8
5231,11.8,141887.8
5232,8.1,97100.3
5233,8.9,113350.8
5234,11.7,139476.5
5235,5.1,75129.3
5236,9.8,125008.3
5237,5.8,76454.6
5238,10.6,123639.8
5239,3,53611.3
5240,11.4,127052.1
5241,3.4,58308.4
5242,4.6,58596.3
5243,9.3,118758.6
5244,5.3,75489.6
5245,7.7,94608.6
5246,5.9,75845.5
5247,9.2,110155.4
5248,3.5,61881.9
5249,1.6,43437.8
5250,4.3,61530.3
5251,6.2,78871.2
5252,2.8,55437.2
5253,4.9,67139.8
5254,5.4,76211.2
5255,1.6,40956.1
5256,7.4,96677.8
5257,10.7,131024.8
5258,2.7,43009.2
5259,7.6,85752.8
5260,8.3,100224.3
5261,5.6,87962
5262,8.7,118485
5263,5.5,87233.5
5264,6.6,85675.8
5265,1.1,25096.8
5266,8.6,93099.8
5267,8.3,99610.7
5268,1.4,37182.3
5269,5.1,79850.7
5270,11.8,140920.9
5271,5.6,79305.2
5272,6.5,81499.1
5273,11,123512.3
5274,8.9,110278.3
5275,7.4,98702
5276,9.8,119421
5277,10.5,118363.1
5278,6,85430
5279,6.2,86067.2
5280,5.2,68440.8
5281,11.6,130400.9
5282,8.7,110618.4
5283,1.9,41637.8
5284,10.5,132889
5285,6.3,87054.5
5286,1.8,38723.8
5287,7,91384
5288,5.6,78016.6
5289,10.7,121466.6
5290,3.2,50400.1
5291,10.1,124131
5292,7.1,96996.5
5293,1.6,43351.2
5294,11.7,143794.8
5295,6.6,84554.7
5296,4.2,73897.3
5297,6.2,78054.8
5298,10.4,117809.1
5299,4.4,56150.9
5300,3.1,51833.9
5301,2.4,44898.2
5302,4.3,68201.6
5303,9.6,116747.7
5304,6.2,76652.4
5305,3.5,55748.6
5306,2.8,49495.8
5307,4.7,58953.9
5308,11.3,126517.4
5309,4.8,65645.2
5310,11.9,145030.1
5311,6.3,85808.3
5312,3,56625
5313,10.8,118551.4
5314,6.1,88830
5315,8.8,115344
5316,11.8,125379.7
5317,1.6,35569.7
5318,2.1,47121.9
5319,8.9,112792.8
5320,4.1,59799.6
5321,3,51747.8
5322,1.4,35049.2
5323,1.2,37186.6
5324,9.5,121500.3
5325,2.5,43960.8
5326,6.1,88514.1
5327,7.7,92909.7
5328,5.7,74085.2
5329,1.3,41693.5
5330,9.6,120898.3
5331,1.1,40152.1
5332,9.4,106138.3
5333,10.8,124551.2
5334,5.8,83893.9
5335,6.9,90199.9
5336,6.2,77876.2
5337,5.3,77319.2
5338,10.8,122548.3
5339,10.8,137257.2
5340,4.7,77844.9
5341,7.8,101612.5
5342,11.2,138260.6
5343,11.6,134666
5344,6.6,91484.6
5345,6,89632.6
5346,4.1,64641.1
5347,11.5,132545.5
5348,2.6,39611.3
5349,7.4,94106.3
5350,4.1,68273.8
5351,4.1,68589
5352,5.5,79214.9
5353,12,135095.3
5354,1.6,28957.4
5355,7.4,91668.1
5356,1.9,41179.6
5357,2.7,48610.6
5358,5.8,83449.5
5359,6.6,98464.2
5360,3.8,61890.3
5361,4.5,65981.8
5362,2,41888.8
5363,4.3,66513.3
5364,11.6,130139.6
5365,11.4,133172.2
5366,4.7,71629.6
5367,7.3,94810.7
5368,11,131408.8
5369,1.1,37366.5
5370,9.9,108659.8
5371,11.4,136442.2
5372,2,40039.1
5373,2.8,44952.6
5374,11.6,127991.2
5375,6.9,92599.6
5376,1.2,34529.2
5377,3.8,51673.3
5378,5.9,83742.8
5379,8.6,98275.4
5380,9.1,111291.7
5381,11.9,139105.5
5382,4.2,69137
5383,6.9,100209.2
5384,6.9,82105.6
5385,5.5,76171.4
5386,2.9,50337.2
5387,11.8,138329.9
5388,10.4,124206.1
5389,6.5,84128.2
5390,7.6,94539.7
5391,3.5,51678.6
5392,7,96348.7
5393,8.6,109107.9
5394,6.7,92981.7
5395,11.9,135502.1
5396,7.7,94173.8
5397,5.1,66830.7
5398,9.5,116570.1
5399,2.9,46203.1
5400,5.2,84606.2
5401,4.8,63052
5402,5.7,80714.6
5403,9.6,124325.7
5404,6.3,87977.9
5405,9.7,117818
5406,7.3,88808.1
5407,4.8,62129.2
5408,9.9,122801.2
5409,3.6,67490.7
5410,3.5,55168.6
5411,6.5,80371.3
5412,3.9,47667.1
5413,1.1,29758.3
5414,8.1,101052.8
5415,6.6,96368.5
5416,5.9,84373.7
5417,11.6,136520.2
5418,7.3,91436.6
5419,10.5,120790.4
5420,2.5,56654.4
5421,7.3,94589.5
5422,10.5,112766.4
5423,7.4,91145.3
5424,8.9,104136.2
5425,5.1,69917.2
5426,2,47056.1
5427,6,81295.9
5428,5.3,74874.3
5429,10.5,131773.7
5430,3.7,55766.7
5431,11.6,145214.4
5432,11.5,130142.2
5433,3.7,60538.2
5434,4.8,68905.5
5435,10.9,128080.9
5436,11.6,137264.3
5437,5.9,82819.5
5438,4.5,63454.2
5439,6.8,82706
5440,8.6,119789.3
5441,4,60019.3
5442,9.1,114764.2
5443,1.6,30677.9
5444,1.5,37858.7
5445,5.2,73741.3
5446,4.9,73685.5
5447,4.5,51884
5448,6.4,86268.5
5449,4.5,61208.9
5450,3.1,56097
5451,4.4,60672.2
5452,11.7,130855.1
5453,5.5,75503.1
5454,5.9,74641.2
5455,7.3,91570.6
5456,11.8,129842.6
5457,3.7,49161.3
5458,8.5,110809.6
5459,8.9,101476.9
5460,7.7,96430.1
5461,2,47716
5462,8.4,101219.9
5463,1.7,36346.4
5464,7.6,97532.1
5465,9.1,117428.8
5466,3.3,49689.5
5467,10.3,120944.8
5468,1.3,27765.2
5469,10.3,119813.3
5470,6.1,82340.4
5471,3.4,52137.2
5472,2.5,45648.8
5473,11.5,125519.2
5474,1.8,42282.7
5475,3.2,60897.3
5476,4.8,64318.9
5477,7.8,95289.3
5478,7,93740.3
5479,2.4,54136.8
5480,4.2,56065.3
5481,3.6,58172.5
5482,3.3,58079.1
5483,5.5,76465.7
5484,8.7,93631.6
5485,3.4,59704.4
5486,5,80910.5
5487,5.3,75586.2
5488,11.7,130034.4
5489,11.5,130665.9
5490,9.8,127369.5
5491,3.7,64507
5492,1.7,44949.7
5493,4.5,69233.3
5494,3.9,58334.2
5495,6.6,85767.3
5496,9.6,114706.9
5497,10.4,126593.7
5498,10.3,130559.3
5499,5,77940.1
5500,8.6,97798.6
5501,4.4,68069.7
5502,1.7,44749.3
5503,8.7,110686.3
5504,1.1,31801
5505,5.5,93128.3
5506,4.6,61395.5
5507,8.6,100317.2
5508,9.4,115255.3
5509,4.3,77745.9
5510,9.9,113990.4
5511,4.2,63364.2
5512,5.9,86717.9
5513,9,109771.5
5514,8.6,104455.8
5515,11.9,140097.7
5516,3.5,59227.5
5517,8.3,108908.1
5518,7.7,104896.3
5519,11.1,131139
5520,2.7,52183.3
5521,9.3,113644.6
5522,7.3,96104.7
5523,4,63158.1
5524,6.2,83612.1
5525,4.7,75685.7
5526,7.4,102995.7
5527,10.8,118279.1
5528,7.3,93533.2
5529,7.9,96114.2
5530,6.7,86482.8
5531,1.6,41867.7
5532,3.6,62247.2
5533,6.4,84814.5
5534,4.4,55847.5
5535,3,47795.8
5536,6.5,91715.8
5537,4.6,52529.5
5538,3.8,67768.5
5539,6.1,85444
5540,2.5,55513.1
5541,11.2,129626.5
5542,10.5,112967.9
5543,8.8,110261.6
5544,2.2,52467
5545,9.5,120121.3
5546,9.9,114579.2
5547,9.4,114592.1
5548,2.3,43165.2
5549,8.1,96650.7
5550,10.2,126368.4
5551,7.4,87617.1
5552,8.1,96493.7
5553,6,75771.1
5554,6.8,80923.5
5555,1.4,38690.4
5556,8,107213.3
5557,1.9,41730.7
5558,5.8,71097.5
5559,4.2,69416.5
5560,7,100421.7
5561,2.5,44552.9
5562,8.6,103518.1
5563,9.7,119822.9
5564,2.8,60348.4
5565,2.1,42234.5
5566,2.6,41973.3
5567,10.6,129006.1
5568,6.8,93671.6
5569,6.1,82904
5570,2.2,42269.7
5571,8.1,107379.8
5572,10.5,127479.1
5573,10.1,116090.6
5574,7.9,99650.8
5575,1.8,34564.5
5576,2.2,49817.3
5577,1.5,37957.4
5578,3.8,58626.5
5579,2.5,48216.3
5580,3.9,61555.4
5581,5.2,79329.3
5582,11.4,135626.2
5583,7.7,96871.8
5584,10.2,125363.8
5585,8.8,110379.8
5586,2.2,43607.2
5587,9.1,110099.3
5588,4,62065.7
5589,8,103558.6
5590,4.8,67688.6
5591,12,135822.6
5592,3.9,72703.6
5593,4.1,68568.7
5594,11.2,126787.8
5595,1.3,40052.7
5596,8.7,107380.5
5597,9,111885.1
5598,10.2,122007.4
5599,11.7,142243.2
5600,11.7,137644.3
5601,1.7,40736.4
5602,10,125556
5603,8.1,102786.3
5604,8.1,102268.4
5605,2.4,49396.1
5606,8.2,101361.4
5607,11.8,136478.4
5608,11,125800.5
5609,5.8,75745
5610,1.4,32866.7
5611,5,64174.4
5612,10.1,115281.7
5613,8.7,106244.2
5614,6.1,82623.4
5615,1.6,38508.8
5616,5.7,65500.5
5617,6.2,91858.2
5618,11.2,136896.7
5619,8.1,103431.5
5620,4.4,77361.1
5621,6.8,83439.3
5622,1.7,51720.3
5623,11.7,129998.7
5624,5,73061.3
5625,6.3,76848.9
5626,4.9,71311.9
5627,8.5,107404.4
5628,8.3,102271.9
5629,8.9,112647.6
5630,3.9,62725.2
5631,4.5,64190.4
5632,2.4,44148.3
5633,8.2,106972.8
5634,1.4,34779.3
5635,7.6,101545.9
5636,10.6,131540.1
5637,10.8,117568.3
5638,5.9,87310.8
5639,6.1,93564.5
5640,1.8,43708.3
5641,8.4,107374
5642,10,125466.7
5643,3.7,58189.4
5644,5.6,79111.5
5645,10.2,114146.1
5646,10.6,126249.7
5647,3.7,62362.1
5648,7.1,94416.1
5649,3.1,60265.6
5650,2.1,40555.7
5651,11,126030.4
5652,10,130189.3
5653,9.4,112462.8
5654,1.5,40486
5655,10.3,121628.7
5656,5.8,75237.8
5657,4.8,78968.8
5658,7,88153.2
5659,2,37490.5
5660,9.3,110430.7
5661,7.4,83648.4
5662,3.1,50052.1
5663,3.1,48451
5664,3,56903.4
5665,1.6,36457.8
5666,7.5,100364.2
5667,10.2,129472.4
5668,1.2,40485.5
5669,1.5,38187.7
5670,7.3,94626.5
5671,10,110956.6
5672,4.6,67514.4
5673,4.8,65828.8
5674,7.6,100170.8
5675,4,77189.4
5676,1.3,39859.1
5677,9.1,99590.3
5678,7.9,97314.2
5679,7.4,95352.5
5680,9.2,111884.4
5681,8.4,100401.4
5682,3.3,57071.2
5683,4.9,63990.3
5684,2.4,42123.3
5685,2.4,51408.1
5686,8.4,98908.8
5687,10.4,126559
5688,11.6,126715.7
5689,7.9,109483.5
5690,3,49105.7
5691,2.2,44029.7
5692,9.9,120642.5
5693,7.4,91298.2
5694,7.8,99370.5
5695,9.6,118748.2
5696,8.7,112775.3
5697,10.2,125465.8
5698,1.6,39180.8
5699,9.2,111182.6
5700,10.4,135880.2
5701,4.1,69353.6
5702,8,95717.5
5703,4.5,67514.3
5704,11.5,132004.7
5705,1.4,37015.7
5706,7.4,87692
5707,2.8,49302.6
5708,8.8,118463.4
5709,2.9,55820.1
5710,3.6,44835.5
5711,6.4,92491.8
5712,11.1,135488.1
5713,3.3,54296.6
5714,2.6,53302.8
5715,9.3,108387.7
5716,6.5,83707.7
5717,11,137457.8
5718,2.6,48019.2
5719,8.1,90986.5
5720,3.6,58151.9
5721,2.7,50153.9
5722,8.5,112041.7
5723,7.5,96091.6
5724,9.3,110404.6
5725,4.4,72310.7
5726,5.9,81540.1
5727,5.5,72252.6
5728,11.8,143052.6
5729,4.2,65760.3
5730,4.2,64960.6
5731,4.9,72148.2
5732,7.2,87000.2
5733,3.8,57576.3
5734,11.1,129462.2
5735,3.9,60827.5
5736,10.9,134533.3
5737,2.1,46270.1
5738,8.2,107328.2
5739,11,128631.4
5740,2.9,57746.4
5741,11.7,137178.3
5742,6,81450.2
5743,11.4,132530.5
5744,8.4,99316
5745,4.3,68482.7
5746,3.1,53647.3
5747,4.3,63064.1
5748,2,50154.7
5749,2.6,42261.9
5750,2.2,42815
5751,5.7,84010
5752,9.8,118762.6
5753,2.6,48727.3
5754,2.4,49248.5
5755,8.1,102185.6
5756,3.2,46314
5757,2.1,42491.6
5758,2.8,60681.7
5759,11.2,126632.7
5760,10,117909.8
5761,4.9,68074.3
5762,8.2,101983.8
5763,6.9,86886.9
5764,8.4,107406.8
5765,8.5,106364.9
5766,7.9,103980.5
5767,3.9,56082.4
5768,1.4,36449.7
5769,6,80391.9
5770,10.8,129462.5
5771,7.3,89061.4
5772,10.2,125945.2
5773,11.9,144011.6
5774,2.8,45776.2
5775,8.6,103463.2
5776,8.4,101416.1
5777,11.8,150884.5
5778,11.8,134346.9
5779,8.6,115059.4
5780,3.7,52538.8
5781,9.8,111773.5
5782,2.2,41584.3
5783,9.6,110722.4
5784,11,127414.5
5785,5.2,70130
5786,7.9,95270.6
5787,5.7,85489.5
5788,5.8,86647.1
5789,4.4,71869.6
5790,9.4,116451.4
5791,11.3,132131.9
5792,11.3,129309.4
5793,2.9,47136.5
5794,10.6,127257.3
5795,9.1,104390.8
5796,3.8,55022.5
5797,1.7,47739.5
5798,3.9,72784.9
5799,11,131321.1
5800,8,106304.2
5801,8.9,107876.7
5802,3.8,53548.7
5803,8.9,112501.5
5804,1.3,40404.9
5805,5.1,73713.4
5806,7.9,98093.5
5807,2.6,54865.6
5808,10.1,114336.8
5809,3.6,54402.5
5810,8.2,96465.1
5811,5.5,76893.4
5812,7.6,90173.1
5813,2.2,41641.3
5814,1.2,32109.6
5815,11,127389.6
5816,4,54008.6
5817,10,119990.9
5818,12,145155.2
5819,3.3,57034
5820,3.9,70481.7
5821,8.3,110661.9
5822,11.6,139005.2
5823,11.1,129914.3
5824,6.5,86697.7
5825,9.7,121220.7
5826,2.5,46218.6
5827,11.8,125375.3
5828,11.6,137293.6
5829,2.8,44992.7
5830,4.3,60042.7
5831,2.1,44710.5
5832,4,62011.1
5833,10,111220
5834,5.2,74549.3
5835,2,48889.7
5836,4.8,63562.6
5837,11.8,143428.3
5838,7.9,91029
5839,5.6,89398.1
5840,2.8,49310
5841,11.8,137625.1
5842,10,109044.7
5843,4.1,63210.1
5844,1.8,42859.5
5845,1.6,39702.5
5846,2.3,43662.6
5847,7.4,89375.6
5848,11.2,137164.7
5849,6.5,86106.7
5850,10.3,130537.9
5851,5.9,77703.8
5852,8.8,105523.7
5853,9.1,114936.8
5854,2.9,43305.9
5855,5,65060.7
5856,8,106682.6
5857,1.8,35093.5
5858,5,61707.9
5859,6.9,100339.2
5860,12,130061
5861,6.2,84655.3
5862,10,119513.2
5863,5.8,63494.2
5864,9.8,115587.8
5865,7.5,98698.8
5866,10.8,128440.7
5867,5.5,82068
5868,7.6,94948.5
5869,7.9,103772.7
5870,5.6,73830.2
5871,2.6,41411.9
5872,2,36766.7
5873,1.2,27855
5874,10.6,130747.3
5875,3.6,50410.1
5876,3.3,57816.6
5877,9.1,109321.7
5878,4.5,66989.7
5879,6.6,94526.6
5880,2.8,48739.4
5881,11.6,137483.4
5882,10.4,123029.7
5883,10.5,123238.6
5884,5.5,89443.6
5885,9.4,105485.2
5886,2.6,56462.9
5887,1.1,38864.8
5888,1.2,33692.8
5889,7.5,104386.4
5890,6,71301.6
5891,6.7,85227.9
5892,1.1,28316.1
5893,5.6,80540.6
5894,8.9,102716.7
5895,5.9,82737.7
5896,9.1,109369.5
5897,3.6,55839.8
5898,9.9,120997.2
5899,7.5,93963.2
5900,3.3,50119.2
5901,3.6,74570.5
5902,7.9,96857.4
5903,10.1,108169.1
5904,5.6,72793.4
5905,3.8,54061.7
5906,10.5,129043.5
5907,8.4,105667
5908,5.9,83106.1
5909,6.4,82946
5910,3.2,53968.4
5911,7.9,97379.8
5912,4.9,71135.3
5913,12,142466.3
5914,6.3,86092.4
5915,6.3,87602.4
5916,7.2,95911.8
5917,11.1,134540.4
5918,9.8,119154.2
5919,6,83199.6
5920,8.9,115654.5
5921,7.4,91518.1
5922,6.4,80694.2
5923,3.1,47657.6
5924,6.1,83547
5925,3.7,49484.7
5926,11.1,131980
5927,4.7,68552.9
5928,11.5,139630.5
5929,6.9,85951.6
5930,7.9,98810
5931,7,97012
5932,2.4,55481.8
5933,5.1,69561.2
5934,2.1,45620.9
5935,7.9,100700.4
5936,5.9,82840
5937,9.6,113701
5938,3.4,64381.5
5939,2.8,40837.4
5940,5.5,74181.2
5941,11.2,133121.1
5942,8.8,110703
5943,5.6,85409.8
5944,6.7,94768.9
5945,1.9,41455.3
5946,11.8,143913.3
5947,8.3,99578
5948,4.1,69171.3
5949,7.4,105317.2
5950,2.2,52472.8
5951,11.6,135287.9
5952,2.9,50611.7
5953,8.1,93112.7
5954,3.7,61549.6
5955,8.9,102652
5956,9.5,110613.2
5957,8.4,97641.1
5958,7.8,95600.6
5959,10.8,126913.5
5960,1.9,44001.4
5961,4.6,65338.5
5962,3.7,66087
5963,11.9,135837.5
5964,5.3,70370.1
5965,9.1,111718.4
5966,8.5,116455.3
5967,3.3,58218.1
5968,3.6,57112.8
5969,4.1,54995.9
5970,5.5,75807.7
5971,3.6,59969.9
5972,1.2,34173.6
5973,10.7,116397.8
5974,11.6,129916.5
5975,4.8,77938.1
5976,4.7,77504.8
5977,1.1,30077.2
5978,8.5,108772
5979,10.1,113511.6
5980,2.6,57391
5981,2.8,52266.8
5982,9.7,121737.4
5983,7.8,88770.4
5984,1.5,42750.8
5985,7.8,98968.7
5986,4.4,71174
5987,5.1,77743
5988,9.5,114679.3
5989,9.9,115234.7
5990,5.4,80275.1
5991,11.4,132417.9
5992,5.5,71669.1
5993,9.5,109384.6
5994,6.3,76336.6
5995,10.9,124742.7
5996,11,134825.8
5997,2,44379.5
5998,11.3,128683.7
5999,10.1,124612.9
